,root1_en,root1_id,root2_en,root2_id,root3_en,root3_id
278,Seoul,2297418,Seongbuk-gu,2419952,Jangwi 3(sam)-dong,3883207
279,Seoul,2297418,Seongbuk-gu,2419952,Seokgwan-dong,3883192
280,Seoul,2297418,Gangbuk-gu,2419943,Samyang-dong,3883112
281,Seoul,2297418,Gangbuk-gu,2419943,Mia-dong,3883107
282,Seoul,2297418,Gangbuk-gu,2419943,Songjung-dong,3883113
283,Seoul,2297418,Gangbuk-gu,2419943,Songcheon-dong,3883114
284,Seoul,2297418,Gangbuk-gu,2419943,Samgaksan-dong,3883111
285,Seoul,2297418,Gangbuk-gu,2419943,Beon 1(il)-dong,3883108
286,Seoul,2297418,Gangbuk-gu,2419943,Beon 2(i)-dong,3883109
287,Seoul,2297418,Gangbuk-gu,2419943,Beon 3(sam)-dong,3883110
288,Seoul,2297418,Gangbuk-gu,2419943,Suyu 1(il)-dong,8874359
289,Seoul,2297418,Gangbuk-gu,2419943,Suyu 2(i)-dong,3883115
290,Seoul,2297418,Gangbuk-gu,2419943,Suyu 3(sam)-dong,3883116
291,Seoul,2297418,Gangbuk-gu,2419943,Ui-dong,3883106
292,Seoul,2297418,Gangbuk-gu,2419943,Insu-dong,3883117
293,Seoul,2297418,Dobong-gu,2419940,Dobong 1(il)-dong,3883058
294,Seoul,2297418,Dobong-gu,2419940,Dobong 2(i)-dong,3883059
295,Seoul,2297418,Dobong-gu,2419940,Banghak 1(il)-dong,3883060
296,Seoul,2297418,Dobong-gu,2419940,Banghak 2(i)-dong,3883061
297,Seoul,2297418,Dobong-gu,2419940,Banghak 3(sam)-dong,3883062
298,Seoul,2297418,Dobong-gu,2419940,Ssangmun 1(il)-dong,3883063
299,Seoul,2297418,Dobong-gu,2419940,Ssangmun 2(i)-dong,3883064
300,Seoul,2297418,Dobong-gu,2419940,Ssangmun 3(sam)-dong,3883065
301,Seoul,2297418,Dobong-gu,2419940,Ssangmun 4(sa)-dong,3883066
302,Seoul,2297418,Dobong-gu,2419940,Chang 1(il)-dong,3883067
303,Seoul,2297418,Dobong-gu,2419940,Chang 2(i)-dong,3883068
304,Seoul,2297418,Dobong-gu,2419940,Chang 3(sam)-dong,3883069
305,Seoul,2297418,Dobong-gu,2419940,Chang 4(sa)-dong,3883070
306,Seoul,2297418,Dobong-gu,2419940,Chang 5(o)-dong,3883071
307,Seoul,2297418,Nowon-gu,2419950,Wolgye 1(il)-dong,3882987
308,Seoul,2297418,Nowon-gu,2419950,Wolgye 2(i)-dong,3882988
309,Seoul,2297418,Nowon-gu,2419950,Wolgye 3(sam)-dong,3882989
310,Seoul,2297418,Nowon-gu,2419950,Gongneung 1(il)-dong,3882977
311,Seoul,2297418,Nowon-gu,2419950,Gongneung 2(i)-dong,3882978
312,Seoul,2297418,Nowon-gu,2419950,Hagye 1(il)-dong,3882994
313,Seoul,2297418,Nowon-gu,2419950,Hagye 2(i)-dong,3882995
314,Seoul,2297418,Nowon-gu,2419950,Junggyebon-dong,3882993
315,Seoul,2297418,Nowon-gu,2419950,Junggye 1(il)-dong,3882990
316,Seoul,2297418,Nowon-gu,2419950,Junggye 2·3(i·sam)-dong,3882991
317,Seoul,2297418,Nowon-gu,2419950,Junggye 4(sa)-dong,3882992
318,Seoul,2297418,Nowon-gu,2419950,Sanggye 1(il)-dong,3882980
319,Seoul,2297418,Nowon-gu,2419950,Sanggye 2(i)-dong,3882982
320,Seoul,2297418,Nowon-gu,2419950,Sanggye 3·4(sam·sa)-dong,9626656
321,Seoul,2297418,Nowon-gu,2419950,Sanggye 5(o)-dong,3882983
322,Seoul,2297418,Nowon-gu,2419950,Sanggye 6·7(yuk·chil)-dong,3882984
323,Seoul,2297418,Nowon-gu,2419950,Sanggye 8(pal)-dong,3882985
324,Seoul,2297418,Nowon-gu,2419950,Sanggye 9(gu)-dong,3882986
