,시도,중분류,시군구,소분류,읍면동,영문 표기,지명 갯수
1129,대전광역시,25020.0,중구,25020640.0,태평2동,Taepyeong 2(i)-dong in Jung-gu in Daejeon,3
1332,경기도,31021.0,수정구,31021550.0,태평2동,Taepyeong 2(i)-dong in Sujeong-gu,2
3178,경상북도,37040.0,안동시,37040560.0,태화동,Taehwa-dong in Andong-si,2
1197,울산광역시,26010.0,중구,26010600.0,태화동,Taehwa-dong in Jung-gu in Ulsan,3
1293,경기도,31012.0,권선구,31012550.0,평동,Pyeong-dong in Gwonseon-gu,2
1094,광주광역시,24050.0,광산구,24050660.0,평동,Pyeong-dong in Gwangsan-gu,2
2581,전라북도,35030.0,익산시,35030530.0,평화동,Pyeonghwa-dong in Iksan-si,2
3179,경상북도,37040.0,안동시,37040580.0,평화동,Pyeonghwa-dong in Andong-si,2
1551,경기도,31103.0,일산동구,31103540.0,풍산동,Pungsan-dong in Ilsandong-gu,2
1658,경기도,31180.0,하남시,31180610.0,풍산동,Pungsan-dong in Hanam-si,2
2907,전라남도,36550.0,고흥군,36550310.0,풍양면,Pungyang-myeon in Goheung-gun,2
3406,경상북도,37600.0,예천군,37600410.0,풍양면,Pungyang-myeon in Yecheon-gun,2
2224,충청북도,33540.0,영동군,33540380.0,학산면,Haksan-myeon in Yeongdong-gun,2
2996,전라남도,36610.0,영암군,36610380.0,학산면,Haksan-myeon in Yeongam-gun,2
1190,울산광역시,26010.0,중구,26010510.0,학성동,Hakseong-dong in Jung-gu in Ulsan,3
1931,강원도,32020.0,원주시,32020580.0,학성동,Hakseong-dong in Wonju-si,2
3535,경상남도,38050.0,통영시,38050350.0,한산면,Hansan-myeon in Tongyeong-si,2
2443,충청남도,34540.0,서천군,34540340.0,한산면,Hansan-myeon in Seocheon-gun,2
711,대구광역시,22020.0,동구,22020780.0,혁신동,hyeoksin-dong in Dong-gu in Daegu,4
2535,전라북도,35012.0,덕진구,35012700.0,혁신동,Hyeoksin-dong in Deokjin-gu,4
3236,경상북도,37070.0,영천시,37070350.0,화남면,Hwanam-myeon in Yeongcheon-si,2
3265,경상북도,37080.0,상주시,37080470.0,화남면,Hwanam-myeon in Sangju-si,2
3235,경상북도,37070.0,영천시,37070340.0,화북면,Hwabuk-myeon in Yeongcheon-si,2
3260,경상북도,37080.0,상주시,37080420.0,화북면,Hwabuk-myeon in Sangju-si,2
2192,충청북도,33030.0,제천시,33030600.0,화산동,Hwasan-dong in Jecheon-si,2
1792,경기도,31240.0,화성시,31240570.0,화산동,Hwasan-dong in Hwaseong-si,2
3234,경상북도,37070.0,영천시,37070330.0,화산면,Hwasan-myeon in Yeongcheon-si,2
2974,전라남도,36600.0,해남군,36600320.0,화산면,Hwasan-myeon in Haenam-gun,2
2673,전라북도,35510.0,완주군,35510390.0,화산면,Hwasan-myeon in Wanju-gun,2
2441,충청남도,34540.0,서천군,34540320.0,화양면,Hwayang-myeon in Seocheon-gun,2
2787,전라남도,36020.0,여수시,36020330.0,화양면,Hwayang-myeon in Yeosu-si,2
1537,경기도,31101.0,덕양구,31101620.0,화정1동,Hwajeong 1(il)-dong in Deogyang-gu,2
1020,광주광역시,24020.0,서구,24020600.0,화정1동,Hwajeong 1(il)-dong in Seo-gu in Gwangju,3
1538,경기도,31101.0,덕양구,31101630.0,화정2동,Hwajeong 2(i)-dong in Deogyang-gu,2
1021,광주광역시,24020.0,서구,24020610.0,화정2동,Hwajeong 2(i)-dong in Seo-gu in Gwangju,3
2789,전라남도,36020.0,여수시,36020350.0,화정면,Hwajeong-myeon in Yeosu-si,2
3635,경상남도,38510.0,의령군,38510340.0,화정면,Hwajeong-myeon in Uiryeong-gun,2
2655,전라북도,35060.0,김제시,35060420.0,황산면,Hwangsan-myeon in Gimje-si,2
2982,전라남도,36600.0,해남군,36600400.0,황산면,Hwangsan-myeon in Haenam-gun,2
21,서울특별시,11020.0,중구,11020540.0,회현동,Hoehyeon-dong in Jung-gu in Seoul,3
3569,경상남도,38070.0,김해시,38070520.0,회현동,Hoehyeon-dong in Gimhae-si,2
1907,강원도,32010.0,춘천시,32010630.0,효자1동,Hyoja 1(il)-dong in Chuncheon-si,2
2514,전라북도,35011.0,완산구,35011700.0,효자1동,Hyoja 1(il)-dong in Wansan-gu,2
1908,강원도,32010.0,춘천시,32010640.0,효자2동,Hyoja 2(i)-dong in Chuncheon-si,2
2515,전라북도,35011.0,완산구,35011710.0,효자2동,Hyoja 2(i)-dong in Wansan-gu,2
2516,전라북도,35011.0,완산구,35011720.0,효자3동,Hyoja 3(sam)-dong in Wansan-gu,2
1909,강원도,32010.0,춘천시,32010650.0,효자3동,Hyoja 3(sam)-dong in Chuncheon-si,2
