,root1_en,root1_id,root2_en,root2_id,root3_en,root3_id,nested_name
172,Seoul,2297418,Eunpyeong-gu,2419942,Nokbeon-dong,3886362,"Nokbeon-dong , Eunpyeong-gu , Seoul , Korea"
173,Seoul,2297418,Eunpyeong-gu,2419942,Daejo-dong,3886363,"Daejo-dong , Eunpyeong-gu , Seoul , Korea"
174,Seoul,2297418,Eunpyeong-gu,2419942,Bulgwang 1(il)-dong,3886373,"Bulgwang 1(il)-dong , Eunpyeong-gu , Seoul , Korea"
175,Seoul,2297418,Eunpyeong-gu,2419942,Bulgwang 2(i)-dong,3886374,"Bulgwang 2(i)-dong , Eunpyeong-gu , Seoul , Korea"
176,Seoul,2297418,Eunpyeong-gu,2419942,Susaek-dong,3886365,"Susaek-dong , Eunpyeong-gu , Seoul , Korea"
177,Seoul,2297418,Eunpyeong-gu,2419942,Sinsa 1(il)-dong,3886375,"Sinsa 1(il)-dong , Eunpyeong-gu , Seoul , Korea"
178,Seoul,2297418,Eunpyeong-gu,2419942,Sinsa 2(i)-dong,9626664,"Sinsa 2(i)-dong , Eunpyeong-gu , Seoul , Korea"
179,Seoul,2297418,Eunpyeong-gu,2419942,Yeokchon-dong,3886367,"Yeokchon-dong , Eunpyeong-gu , Seoul , Korea"
180,Seoul,2297418,Eunpyeong-gu,2419942,Eungam 1(il)-dong,3886377,"Eungam 1(il)-dong , Eunpyeong-gu , Seoul , Korea"
181,Seoul,2297418,Eunpyeong-gu,2419942,Eungam 2(i)-dong,3886378,"Eungam 2(i)-dong , Eunpyeong-gu , Seoul , Korea"
182,Seoul,2297418,Eunpyeong-gu,2419942,Eungam 3(sam)-dong,3886379,"Eungam 3(sam)-dong , Eunpyeong-gu , Seoul , Korea"
183,Seoul,2297418,Eunpyeong-gu,2419942,Jeungsan-dong,3886369,"Jeungsan-dong , Eunpyeong-gu , Seoul , Korea"
184,Seoul,2297418,Eunpyeong-gu,2419942,Jingwan-dong,3886370,"Jingwan-dong , Eunpyeong-gu , Seoul , Korea"
185,Seoul,2297418,Jongno-gu,2419946,Pyeongchang-dong,3883991,"Pyeongchang-dong , Jongno-gu , Seoul , Korea"
186,Seoul,2297418,Jongno-gu,2419946,Buam-dong,3883984,"Buam-dong , Jongno-gu , Seoul , Korea"
187,Seoul,2297418,Jongno-gu,2419946,Samcheong-dong,3888557,"Samcheong-dong , Jongno-gu , Seoul , Korea"
188,Seoul,2297418,Jongno-gu,2419946,Cheongunhyoja-dong,3883990,"Cheongunhyoja-dong , Jongno-gu , Seoul , Korea"
