시도,중분류,시군구,소분류,읍면동,영문 표기
대구광역시,22020,동구,22020740,안심2동,Ansim 2(i)-dong
대구광역시,22020,동구,22020760,안심3동,Ansim 3(sam)-dong
대구광역시,22020,동구,22020770,안심4동,Ansim 4(sa)-dong
대구광역시,22020,동구,22020780,혁신동,hyeoksin-dong
대구광역시,22020,동구,22020710,공산동,Gongsan-dong
대구광역시,22030,서구,,,Seo-gu
대구광역시,22030,서구,22030510,내당1동,Naedang 1(il)-dong
대구광역시,22030,서구,22030520,내당2.3동,Naedang 2.3(isam)-dong
대구광역시,22030,서구,22030530,내당4동,Naedang 4(sa)-dong
대구광역시,22030,서구,22030540,비산1동,Bisan 1(il)-dong
대구광역시,22030,서구,22030550,비산2.3동,Bisan 2.3(isam)-dong
대구광역시,22030,서구,22030560,비산4동,Bisan 4(sa)-dong
대구광역시,22030,서구,22030570,비산5동,Bisan 5(o)-dong
대구광역시,22030,서구,22030580,비산6동,Bisan 6(yuk)-dong
대구광역시,22030,서구,22030590,비산7동,Bisan 7(chil)-dong
대구광역시,22030,서구,22030600,평리1동,Pyeongni 1(il)-dong
대구광역시,22030,서구,22030610,평리2동,Pyeongni 2(i)-dong
대구광역시,22030,서구,22030620,평리3동,Pyeongni 3(sam)-dong
대구광역시,22030,서구,22030630,평리4동,Pyeongni 4(sa)-dong
대구광역시,22030,서구,22030640,평리5동,Pyeongni 5(o)-dong
대구광역시,22030,서구,22030650,평리6동,Pyeongni 6(yuk)-dong
대구광역시,22030,서구,22030660,상중이동,Sangjungi-dong
대구광역시,22030,서구,22030680,원대동,Wondae-dong
대구광역시,22040,남구,,,Nam-gu
대구광역시,22040,남구,22040510,이천동,Icheon-dong
대구광역시,22040,남구,22040530,봉덕1동,Bongdeok 1(il)-dong
대구광역시,22040,남구,22040540,봉덕2동,Bongdeok 2(i)-dong
대구광역시,22040,남구,22040550,봉덕3동,Bongdeok 3(sam)-dong
대구광역시,22040,남구,22040560,대명1동,Daemyeong 1(il)-dong
대구광역시,22040,남구,22040570,대명2동,Daemyeong 2(i)-dong
대구광역시,22040,남구,22040580,대명3동,Daemyeong 3(sam)-dong
대구광역시,22040,남구,22040590,대명4동,Daemyeong 4(sa)-dong
대구광역시,22040,남구,22040600,대명5동,Daemyeong 5(o)-dong
대구광역시,22040,남구,22040610,대명6동,Daemyeong 6(yuk)-dong
대구광역시,22040,남구,22040640,대명9동,Daemyeong 9(gu)-dong
대구광역시,22040,남구,22040650,대명10동,Daemyeong 10(sip)-dong
대구광역시,22040,남구,22040660,대명11동,Daemyeong 11(sibil)-dong
대구광역시,22050,북구,,,Buk-gu
대구광역시,22050,북구,22050510,고성동,Goseong-dong
대구광역시,22050,북구,22050520,칠성동,Chilseong-dong
대구광역시,22050,북구,22050550,침산1동,Chimsan 1(il)-dong
대구광역시,22050,북구,22050560,침산2동,Chimsan 2(i)-dong
대구광역시,22050,북구,22050570,침산3동,Chimsan 3(sam)-dong
대구광역시,22050,북구,22050610,산격1동,Sangyeok 1(il)-dong
대구광역시,22050,북구,22050620,산격2동,Sangyeok 2(i)-dong
대구광역시,22050,북구,22050630,산격3동,Sangyeok 3(sam)-dong
대구광역시,22050,북구,22050640,산격4동,Sangyeok 4(sa)-dong
대구광역시,22050,북구,22050840,대현동,Daehyeon-dong
대구광역시,22050,북구,22050650,복현1동,Bokhyeon 1(il)-dong
대구광역시,22050,북구,22050660,복현2동,Bokhyeon 2(i)-dong
대구광역시,22050,북구,22050700,검단동,Geomdan-dong
대구광역시,22050,북구,22050710,무태조야동,Mutaejoya-dong
대구광역시,22050,북구,22050750,관문동,Gwanmun-dong
대구광역시,22050,북구,22050780,태전1동,Taejeon 1(il)-dong
대구광역시,22050,북구,22050740,태전2동,Taejeon 2(i)-dong
대구광역시,22050,북구,22050790,구암동,Guam-dong
대구광역시,22050,북구,22050770,관음동,Gwaneum-dong
대구광역시,22050,북구,22050760,읍내동,Eupnae-dong
대구광역시,22050,북구,22050820,동천동,Dongcheon-dong
대구광역시,22050,북구,22050810,노원동,Nowon-dong
대구광역시,22050,북구,22050830,국우동,Guku-dong
대구광역시,22060,수성구,,,Suseong-gu
대구광역시,22060,수성구,22060510,범어1동,Beomeo 1(il)-dong
대구광역시,22060,수성구,22060520,범어2동,Beomeo 2(i)-dong
대구광역시,22060,수성구,22060530,범어3동,Beomeo 3(sam)-dong
대구광역시,22060,수성구,22060540,범어4동,Beomeo 4(sa)-dong
대구광역시,22060,수성구,22060550,만촌1동,Manchon 1(il)-dong
대구광역시,22060,수성구,22060560,만촌2동,Manchon 2(i)-dong
대구광역시,22060,수성구,22060570,만촌3동,Manchon 3(sam)-dong
대구광역시,22060,수성구,22060580,수성1가동,Suseong 1(il)-ga-dong
대구광역시,22060,수성구,22060590,수성2.3가동,Suseong 2.3(isam)-ga-dong
대구광역시,22060,수성구,22060600,수성4가동,Suseong 4(sa)-ga-dong
대구광역시,22060,수성구,22060610,황금1동,Hwanggeum 1(il)-dong
대구광역시,22060,수성구,22060620,황금2동,Hwanggeum 2(i)-dong
대구광역시,22060,수성구,22060630,중동,Jung-dong
대구광역시,22060,수성구,22060640,상동,Sang-dong
대구광역시,22060,수성구,22060650,파동,Pa-dong
대구광역시,22060,수성구,22060660,두산동,Dusan-dong
대구광역시,22060,수성구,22060670,지산1동,Jisan 1(il)-dong
대구광역시,22060,수성구,22060680,지산2동,Jisan 2(i)-dong
대구광역시,22060,수성구,22060690,범물1동,Beommul 1(il)-dong
대구광역시,22060,수성구,22060700,범물2동,Beommul 2(i)-dong
대구광역시,22060,수성구,22060710,고산1동,Gosan 1(il)-dong
대구광역시,22060,수성구,22060720,고산2동,Gosan 2(i)-dong
대구광역시,22060,수성구,22060730,고산3동,Gosan 3(sam)-dong
대구광역시,22070,달서구,,,Dalseo-gu
대구광역시,22070,달서구,22070750,성당동,Seongdang-dong
대구광역시,22070,달서구,22070760,두류1.2동,Duryu 1.2(ili)-dong
대구광역시,22070,달서구,22070550,두류3동,Duryu 3(sam)-dong
대구광역시,22070,달서구,22070570,감삼동,Gamsam-dong
대구광역시,22070,달서구,22070580,죽전동,Jukjeon-dong
대구광역시,22070,달서구,22070590,장기동,Janggi-dong
대구광역시,22070,달서구,22070720,용산1동,Yongsan 1(il)-dong
대구광역시,22070,달서구,22070730,용산2동,Yongsan 2(i)-dong
대구광역시,22070,달서구,22070600,이곡1동,Igok 1(il)-dong
대구광역시,22070,달서구,22070740,이곡2동,Igok 2(i)-dong
대구광역시,22070,달서구,22070610,신당동,Sindang-dong
대구광역시,22070,달서구,22070560,본리동,Bolli-dong
대구광역시,22070,달서구,22070770,월성1동,Wolseong 1(il)-dong
대구광역시,22070,달서구,22070630,월성2동,Wolseong 2(i)-dong
대구광역시,22070,달서구,22070780,진천동,Jincheon-dong
대구광역시,22070,달서구,22070790,유천동,Yucheon-dong
대구광역시,22070,달서구,22070650,상인1동,Sangin 1(il)-dong
대구광역시,22070,달서구,22070660,상인2동,Sangin 2(i)-dong
대구광역시,22070,달서구,22070670,상인3동,Sangin 3(sam)-dong
대구광역시,22070,달서구,22070680,도원동,Dowon-dong
대구광역시,22070,달서구,22070690,송현1동,Songhyeon 1(il)-dong
대구광역시,22070,달서구,22070700,송현2동,Songhyeon 2(i)-dong
대구광역시,22070,달서구,22070710,본동,Bon-dong
대구광역시,22510,달성군,,,Dalseong-gun
대구광역시,22510,달성군,22510110,화원읍,Hwawon-eup
대구광역시,22510,달성군,22510120,논공읍,Nongong-eup
대구광역시,22510,달성군,22510130,다사읍,Dasa-eup
대구광역시,22510,달성군,22510140,유가읍,Yuga-eup
대구광역시,22510,달성군,22510150,옥포읍,Okpo-eup
대구광역시,22510,달성군,22510160,현풍읍,Hyeonpung-eup
대구광역시,22510,달성군,22510310,가창면,Gachang-myeon
대구광역시,22510,달성군,22510320,하빈면,Habin-myeon
대구광역시,22510,달성군,22510360,구지면,Guji-myeon
,,,,,
인천광역시,,,,,Incheon
인천광역시,23010,중구,,,Jung-gu
인천광역시,23010,중구,23010520,연안동,Yeonan-dong
인천광역시,23010,중구,23010530,신포동,Sinpo-dong
인천광역시,23010,중구,23010540,신흥동,Sinheung-dong
인천광역시,23010,중구,23010560,도원동,Dowon-dong
인천광역시,23010,중구,23010570,율목동,Yulmok-dong
인천광역시,23010,중구,23010580,동인천동,Dongincheon-dong
인천광역시,23010,중구,23010670,개항동,Gaehang-dong
인천광역시,23010,중구,23010650,영종동,Yeongjong-dong
인천광역시,23010,중구,23010660,영종1동,Yeongjong 1(il)-dong
인천광역시,23010,중구,23010640,운서동,unseo-dong
인천광역시,23010,중구,23010630,용유동,Yongyu-dong
인천광역시,23020,동구,,,Dong-gu
인천광역시,23020,동구,23020510,만석동,Manseok-dong
인천광역시,23020,동구,23020520,화수1.화평동,Hwasu 1(il)hwapyeong-dong
인천광역시,23020,동구,23020530,화수2동,Hwasu 2(i)-dong
인천광역시,23020,동구,23020550,송현1.2동,Songhyeon 1.2(ili)-dong
인천광역시,23020,동구,23020570,송현3동,Songhyeon 3(sam)-dong
인천광역시,23020,동구,23020580,송림1동,Songnim 1(il)-dong
인천광역시,23020,동구,23020590,송림2동,Songnim 2(i)-dong
인천광역시,23020,동구,23020600,송림3.5동,Songnim 3.5(samo)-dong
인천광역시,23020,동구,23020610,송림4동,Songnim 4(sa)-dong
인천광역시,23020,동구,23020630,송림6동,Songnim 6(yuk)-dong
인천광역시,23020,동구,23020640,금창동,Geumchang-dong
인천광역시,23090,미추홀구,,,Michuhol-gu
인천광역시,23090,미추홀구,23090520,숭의2동,Sungui 2(i)-dong
인천광역시,23090,미추홀구,23090750,숭의1.3동,Sungui 1.3(ilsam)-dong
인천광역시,23090,미추홀구,23090540,숭의4동,Sungui 4(sa)-dong
인천광역시,23090,미추홀구,23090760,용현1.4동,Yonghyeon 1.4(ilsa)-dong
인천광역시,23090,미추홀구,23090560,용현2동,Yonghyeon 2(i)-dong
인천광역시,23090,미추홀구,23090570,용현3동,Yonghyeon 3(sam)-dong
인천광역시,23090,미추홀구,23090590,용현5동,Yonghyeon 5(o)-dong
인천광역시,23090,미추홀구,23090600,학익1동,Hagik 1(il)-dong
인천광역시,23090,미추홀구,23090610,학익2동,Hagik 2(i)-dong
인천광역시,23090,미추홀구,23090620,도화1동,Dohwa 1(il)-dong
인천광역시,23090,미추홀구,23090770,도화2.3동,Dohwa 2.3(isam)-dong
인천광역시,23090,미추홀구,23090650,주안1동,Juan 1(il)-dong
인천광역시,23090,미추홀구,23090660,주안2동,Juan 2(i)-dong
인천광역시,23090,미추홀구,23090670,주안3동,Juan 3(sam)-dong
인천광역시,23090,미추홀구,23090680,주안4동,Juan 4(sa)-dong
인천광역시,23090,미추홀구,23090690,주안5동,Juan 5(o)-dong
인천광역시,23090,미추홀구,23090700,주안6동,Juan 6(yuk)-dong
인천광역시,23090,미추홀구,23090710,주안7동,Juan 7(chil)-dong
인천광역시,23090,미추홀구,23090720,주안8동,Juan 8(pal)-dong
인천광역시,23090,미추홀구,23090730,관교동,Gwangyo-dong
인천광역시,23090,미추홀구,23090740,문학동,Munhak-dong
인천광역시,23040,연수구,,,Yeonsu-gu
인천광역시,23040,연수구,23040510,옥련1동,Ongnyeon 1(il)-dong
인천광역시,23040,연수구,23040600,옥련2동,Ongnyeon 2(i)-dong
인천광역시,23040,연수구,23040520,선학동,Seonhak-dong
인천광역시,23040,연수구,23040530,연수1동,Yeonsu 1(il)-dong
인천광역시,23040,연수구,23040540,연수2동,Yeonsu 2(i)-dong
인천광역시,23040,연수구,23040550,연수3동,Yeonsu 3(sam)-dong
인천광역시,23040,연수구,23040560,청학동,Cheonghak-dong
인천광역시,23040,연수구,23040570,동춘1동,Dongchun 1(il)-dong
인천광역시,23040,연수구,23040580,동춘2동,Dongchun 2(i)-dong
인천광역시,23040,연수구,23040590,동춘3동,Dongchun 3(sam)-dong
인천광역시,23040,연수구,23040640,송도1동,Songdo 1(il)-dong
인천광역시,23040,연수구,23040660,송도2동,Songdo 2(i)dong
인천광역시,23040,연수구,23040650,송도3동,Songdo 3(sam)dong
인천광역시,23040,연수구,23040680,송도4동,Songdo 4(sa)dong
인천광역시,23040,연수구,23040690,송도5동,Songdo 5(o)dong
인천광역시,23050,남동구,,,Namdong-gu
인천광역시,23050,남동구,23050510,구월1동,Guwol 1(il)-dong
인천광역시,23050,남동구,23050520,구월2동,Guwol 2(i)-dong
인천광역시,23050,남동구,23050530,구월3동,Guwol 3(sam)-dong
인천광역시,23050,남동구,23050540,구월4동,Guwol 4(sa)-dong
인천광역시,23050,남동구,23050550,간석1동,Ganseok 1(il)-dong
인천광역시,23050,남동구,23050560,간석2동,Ganseok 2(i)-dong
인천광역시,23050,남동구,23050570,간석3동,Ganseok 3(sam)-dong
인천광역시,23050,남동구,23050580,간석4동,Ganseok 4(sa)-dong
인천광역시,23050,남동구,23050590,만수1동,Mansu 1(il)-dong
인천광역시,23050,남동구,23050600,만수2동,Mansu 2(i)-dong
인천광역시,23050,남동구,23050610,만수3동,Mansu 3(sam)-dong
인천광역시,23050,남동구,23050620,만수4동,Mansu 4(sa)-dong
인천광역시,23050,남동구,23050630,만수5동,Mansu 5(o)-dong
인천광역시,23050,남동구,23050640,만수6동,Mansu 6(yuk)-dong
인천광역시,23050,남동구,23050750,장수서창동,Jangsuseochang-dong
인천광역시,23050,남동구,23050760,서창2동,Seochang 2(i)-dong
인천광역시,23050,남동구,23050670,남촌도림동,Namchondorim-dong
인천광역시,23050,남동구,23050720,논현1동,Nonhyeon 1(il)-dong
인천광역시,23050,남동구,23050730,논현2동,Nonhyeon 2(i)-dong
인천광역시,23050,남동구,23050740,논현고잔동,Nonhyeongojan-dong
인천광역시,23060,부평구,,,Bupyeong-gu
인천광역시,23060,부평구,23060510,부평1동,Bupyeong 1(il)-dong
인천광역시,23060,부평구,23060520,부평2동,Bupyeong 2(i)-dong
인천광역시,23060,부평구,23060530,부평3동,Bupyeong 3(sam)-dong
인천광역시,23060,부평구,23060540,부평4동,Bupyeong 4(sa)-dong
인천광역시,23060,부평구,23060550,부평5동,Bupyeong 5(o)-dong
인천광역시,23060,부평구,23060560,부평6동,Bupyeong 6(yuk)-dong
인천광역시,23060,부평구,23060570,산곡1동,Sangok 1(il)-dong
인천광역시,23060,부평구,23060580,산곡2동,Sangok 2(i)-dong
인천광역시,23060,부평구,23060590,산곡3동,Sangok 3(sam)-dong
인천광역시,23060,부평구,23060600,산곡4동,Sangok 4(sa)-dong
인천광역시,23060,부평구,23060610,청천1동,Cheongcheon 1(il)-dong
인천광역시,23060,부평구,23060620,청천2동,Cheongcheon 2(i)-dong
인천광역시,23060,부평구,23060630,갈산1동,Galsan 1(il)-dong
인천광역시,23060,부평구,23060640,갈산2동,Galsan 2(i)-dong
인천광역시,23060,부평구,23060650,삼산1동,Samsan 1(il)-dong
인천광역시,23060,부평구,23060720,삼산2동,Samsan 2(i)-dong
인천광역시,23060,부평구,23060660,부개1동,Bugae 1(il)-dong
인천광역시,23060,부평구,23060670,부개2동,Bugae 2(i)-dong
인천광역시,23060,부평구,23060680,부개3동,Bugae 3(sam)-dong
인천광역시,23060,부평구,23060690,일신동,Ilsin-dong
인천광역시,23060,부평구,23060700,십정1동,Sipjeong 1(il)-dong
인천광역시,23060,부평구,23060710,십정2동,Sipjeong 2(i)-dong
인천광역시,23070,계양구,,,Gyeyang-gu
인천광역시,23070,계양구,23070510,효성1동,Hyoseong 1(il)-dong
인천광역시,23070,계양구,23070520,효성2동,Hyoseong 2(i)-dong
인천광역시,23070,계양구,23070530,계산1동,Gyesan 1(il)-dong
인천광역시,23070,계양구,23070540,계산2동,Gyesan 2(i)-dong
인천광역시,23070,계양구,23070550,계산3동,Gyesan 3(sam)-dong
인천광역시,23070,계양구,23070620,계산4동,Gyesan 4(sa)-dong
인천광역시,23070,계양구,23070560,작전1동,Jakjeon 1(il)-dong
인천광역시,23070,계양구,23070570,작전2동,Jakjeon 2(i)-dong
인천광역시,23070,계양구,23070580,작전서운동,Jakjeonseoun-dong
인천광역시,23070,계양구,23070630,계양1동,Gyeyang 1(il)-dong
인천광역시,23070,계양구,23070610,계양2동,Gyeyang 2(i)-dong
인천광역시,23070,계양구,23070640,계양3동,Gyeyang 3(sam)-dong
인천광역시,23080,서구,,,Seo-gu
인천광역시,23080,서구,23080510,검암경서동,Geomamgyeongseo-dong
인천광역시,23080,서구,23080530,연희동,Yeonhui-dong
인천광역시,23080,서구,23080740,청라1동,Cheongna 1(il)-dong
인천광역시,23080,서구,23080780,청라2동,Cheongna 2(i)-dong
인천광역시,23080,서구,23080790,청라3동,Cheongna 3(sam)-dong
인천광역시,23080,서구,23080540,가정1동,Gajeong 1(il)-dong
인천광역시,23080,서구,23080550,가정2동,Gajeong 2(i)-dong
인천광역시,23080,서구,23080560,가정3동,Gajeong 3(sam)-dong
인천광역시,23080,서구,23080580,석남1동,Seongnam 1(il)-dong
인천광역시,23080,서구,23080590,석남2동,Seongnam 2(i)-dong
인천광역시,23080,서구,23080600,석남3동,Seongnam 3(sam)-dong
인천광역시,23080,서구,23080730,신현원창동,Sinhyeonwonchang-dong
인천광역시,23080,서구,23080620,가좌1동,Gajwa 1(il)-dong
인천광역시,23080,서구,23080630,가좌2동,Gajwa 2(i)-dong
인천광역시,23080,서구,23080640,가좌3동,Gajwa 3(sam)-dong
인천광역시,23080,서구,23080650,가좌4동,Gajwa 4(sa)-dong
인천광역시,23080,서구,23080800,검단동,Geomdan-dong
인천광역시,23080,서구,23080810,불로대곡동,Bullodaegok-dong
인천광역시,23080,서구,23080870,원당동,Wondang-dong
인천광역시,23080,서구,23080850,당하동,Dangha-dong
인천광역시,23080,서구,23080840,오류왕길동,Oryuwanggil-dong
인천광역시,23080,서구,23080860,마전동,Majeon-dong
인천광역시,23080,서구,23080880,아라동,Ara-dong
인천광역시,23510,강화군,,,Ganghwa-gun
인천광역시,23510,강화군,23510110,강화읍,Ganghwa-eup
인천광역시,23510,강화군,23510310,선원면,Seonwon-myeon
인천광역시,23510,강화군,23510320,불은면,Bureun-myeon
인천광역시,23510,강화군,23510330,길상면,Gilsang-myeon
인천광역시,23510,강화군,23510340,화도면,Hwado-myeon
인천광역시,23510,강화군,23510350,양도면,Yangdo-myeon
인천광역시,23510,강화군,23510360,내가면,Naega-myeon
인천광역시,23510,강화군,23510370,하점면,Hajeom-myeon
인천광역시,23510,강화군,23510380,양사면,Yangsa-myeon
인천광역시,23510,강화군,23510390,송해면,Songhae-myeon
인천광역시,23510,강화군,23510400,교동면,Gyodong-myeon
인천광역시,23510,강화군,23510410,삼산면,Samsan-myeon
인천광역시,23510,강화군,23510420,서도면,Seodo-myeon
인천광역시,23520,옹진군,,,Ongjin-gun
인천광역시,23520,옹진군,23520310,북도면,Bukdo-myeon
인천광역시,23520,옹진군,23520330,백령면,Baengnyeong-myeon
인천광역시,23520,옹진군,23520340,대청면,Daecheong-myeon
인천광역시,23520,옹진군,23520350,덕적면,Deokjeok-myeon
인천광역시,23520,옹진군,23520370,영흥면,Yeongheung-myeon
인천광역시,23520,옹진군,23520360,자월면,Jawol-myeon
인천광역시,23520,옹진군,23520320,연평면,Yeonpyeong-myeon
,,,,,
광주광역시,,,,,Gwangju
광주광역시,24010,동구,,,Dong-gu
광주광역시,24010,동구,24010510,충장동,Chungjang-dong
광주광역시,24010,동구,24010540,동명동,Dongmyeong-dong
광주광역시,24010,동구,24010560,계림1동,Gyerim 1(il)-dong
광주광역시,24010,동구,24010580,계림2동,Gyerim 2(i)-dong
광주광역시,24010,동구,24010590,산수1동,Sansu 1(il)-dong
광주광역시,24010,동구,24010610,산수2동,Sansu 2(i)-dong
광주광역시,24010,동구,24010620,지산1동,Jisan 1(il)-dong
광주광역시,24010,동구,24010630,지산2동,Jisan 2(i)-dong
광주광역시,24010,동구,24010640,서남동,Seonam-dong
광주광역시,24010,동구,24010680,학동,Hak-dong
광주광역시,24010,동구,24010710,학운동,Hagun-dong
광주광역시,24010,동구,24010720,지원1동,Jiwon 1(il)-dong
광주광역시,24010,동구,24010730,지원2동,Jiwon 2(i)-dong
광주광역시,24020,서구,,,Seo-gu
광주광역시,24020,서구,24020510,양동,Yang-dong
광주광역시,24020,서구,24020530,양3동,Yang 3(sam)-dong
광주광역시,24020,서구,24020540,농성1동,Nongseong 1(il)-dong
광주광역시,24020,서구,24020550,농성2동,Nongseong 2(i)-dong
광주광역시,24020,서구,24020560,광천동,Gwangcheon-dong
광주광역시,24020,서구,24020570,유덕동,Yudeok-dong
광주광역시,24020,서구,24020660,치평동,Chipyeong-dong
광주광역시,24020,서구,24020580,상무1동,Sangmu 1(il)-dong
광주광역시,24020,서구,24020590,상무2동,Sangmu 2(i)-dong
광주광역시,24020,서구,24020600,화정1동,Hwajeong 1(il)-dong
광주광역시,24020,서구,24020610,화정2동,Hwajeong 2(i)-dong
광주광역시,24020,서구,24020620,화정3동,Hwajeong 3(sam)-dong
광주광역시,24020,서구,24020630,화정4동,Hwajeong 4(sa)-dong
광주광역시,24020,서구,24020640,서창동,Seochang-dong
광주광역시,24020,서구,24020680,금호1동,Geumho 1(il)-dong
광주광역시,24020,서구,24020690,금호2동,Geumho 2(i)-dong
광주광역시,24020,서구,24020670,풍암동,Pungam-dong
광주광역시,24020,서구,24020700,동천동,Dongcheon-dong
광주광역시,24030,남구,,,Nam-gu
광주광역시,24030,남구,24030510,양림동,Yangnim-dong
광주광역시,24030,남구,24030520,방림1동,Bangnim 1(il)-dong
광주광역시,24030,남구,24030530,방림2동,Bangnim 2(i)-dong
광주광역시,24030,남구,24030680,봉선1동,Bongseon 1(il)-dong
광주광역시,24030,남구,24030690,봉선2동,Bongseon 2(i)-dong
광주광역시,24030,남구,24030540,사직동,Sajik-dong
광주광역시,24030,남구,24030570,월산동,Wolsan-dong
광주광역시,24030,남구,24030600,월산4동,Wolsan 4(sa)-dong
광주광역시,24030,남구,24030610,월산5동,Wolsan 5(o)-dong
광주광역시,24030,남구,24030620,백운1동,Baegun 1(il)-dong
광주광역시,24030,남구,24030630,백운2동,Baegun 2(i)-dong
광주광역시,24030,남구,24030640,주월1동,Juwol 1(il)-dong
광주광역시,24030,남구,24030650,주월2동,Juwol 2(i)-dong
광주광역시,24030,남구,24030710,진월동,Jinwol-dong
광주광역시,24030,남구,24030720,효덕동,Hyodeok-dong
광주광역시,24030,남구,24030670,송암동,Songam-dong
광주광역시,24030,남구,24030700,대촌동,Daechon-dong
광주광역시,24040,북구,,,Buk-gu
광주광역시,24040,북구,24040510,중흥1동,Jungheung 1(il)-dong
광주광역시,24040,북구,24040520,중흥2동,Jungheung 2(i)-dong
광주광역시,24040,북구,24040530,중흥3동,Jungheung 3(sam)-dong
광주광역시,24040,북구,24040540,중앙동,Jungang-dong
광주광역시,24040,북구,24040550,임동,Im-dong
광주광역시,24040,북구,24040560,신안동,Sinan-dong
광주광역시,24040,북구,24040570,용봉동,Yongbong-dong
광주광역시,24040,북구,24040580,운암1동,Unam 1(il)-dong
광주광역시,24040,북구,24040590,운암2동,Unam 2(i)-dong
광주광역시,24040,북구,24040600,운암3동,Unam 3(sam)-dong
광주광역시,24040,북구,24040610,동림동,Dongnim-dong
광주광역시,24040,북구,24040620,우산동,Usan-dong
광주광역시,24040,북구,24040630,풍향동,Punghyang-dong
광주광역시,24040,북구,24040640,문화동,Munhwa-dong
광주광역시,24040,북구,24040650,문흥1동,Munheung 1(il)-dong
광주광역시,24040,북구,24040660,문흥2동,Munheung 2(i)-dong
광주광역시,24040,북구,24040670,두암1동,Duam 1(il)-dong
광주광역시,24040,북구,24040680,두암2동,Duam 2(i)-dong
광주광역시,24040,북구,24040690,두암3동,Duam 3(sam)-dong
광주광역시,24040,북구,24040700,삼각동,Samgak-dong
광주광역시,24040,북구,24040780,일곡동,Ilgok-dong
광주광역시,24040,북구,24040710,매곡동,Maegok-dong
광주광역시,24040,북구,24040720,오치1동,Ochi 1(il)-dong
광주광역시,24040,북구,24040730,오치2동,Ochi 2(i)-dong
광주광역시,24040,북구,24040740,석곡동,Seokgok-dong
광주광역시,24040,북구,24040810,건국동,Geonguk-dong
광주광역시,24040,북구,24040800,양산동,yangsan-dong
광주광역시,24040,북구,24040820,신용동,Sinyong-dong
광주광역시,24050,광산구,,,Gwangsan-gu
광주광역시,24050,광산구,24050510,송정1동,Songjeong 1(il)-dong
광주광역시,24050,광산구,24050520,송정2동,Songjeong 2(i)-dong
광주광역시,24050,광산구,24050540,도산동,Dosan-dong
광주광역시,24050,광산구,24050550,신흥동,Sinheung-dong
광주광역시,24050,광산구,24050560,어룡동,Eoryong-dong
광주광역시,24050,광산구,24050580,우산동,Usan-dong
광주광역시,24050,광산구,24050590,월곡1동,Wolgok 1(il)-dong
광주광역시,24050,광산구,24050600,월곡2동,Wolgok 2(i)-dong
광주광역시,24050,광산구,24050610,비아동,Bia-dong
광주광역시,24050,광산구,24050690,첨단1동,Cheomdan 1(il)-dong
광주광역시,24050,광산구,24050700,첨단2동,Cheomdan 2(i)-dong
광주광역시,24050,광산구,24050740,신가동,Singa-dong
광주광역시,24050,광산구,24050710,운남동,Unnam-dong
광주광역시,24050,광산구,24050750,수완동,Suwan-dong
광주광역시,24050,광산구,24050630,하남동,Hanam-dong
광주광역시,24050,광산구,24050640,임곡동,Imgok-dong
광주광역시,24050,광산구,24050650,동곡동,Donggok-dong
광주광역시,24050,광산구,24050660,평동,Pyeong-dong
광주광역시,24050,광산구,24050670,삼도동,Samdo-dong
광주광역시,24050,광산구,24050680,본량동,Bolyang-dong
광주광역시,24050,광산구,24050730,신창동,Sinchang-dong
,,,,,
대전광역시,,,,,Daejeon
대전광역시,25010,동구,,,Dong-gu
대전광역시,25010,동구,25010760,중앙동,Jungang-dong
대전광역시,25010,동구,25010530,효동,Hyo-dong
대전광역시,25010,동구,25010770,신인동,Sinin-dong
대전광역시,25010,동구,25010550,판암1동,Panam 1(il)-dong
대전광역시,25010,동구,25010560,판암2동,Panam 2(i)-dong
대전광역시,25010,동구,25010570,용운동,Yongun-dong
대전광역시,25010,동구,25010780,대동,Dae-dong
대전광역시,25010,동구,25010600,자양동,Jayang-dong
대전광역시,25010,동구,25010630,가양1동,Gayang 1(il)-dong
대전광역시,25010,동구,25010640,가양2동,Gayang 2(i)-dong
대전광역시,25010,동구,25010650,용전동,Yongjeon-dong
대전광역시,25010,동구,25010790,성남동,Seongnam-dong
대전광역시,25010,동구,25010680,홍도동,Hongdo-dong
대전광역시,25010,동구,25010800,삼성동,Samseong-dong
대전광역시,25010,동구,25010730,대청동,Daecheong-dong
대전광역시,25010,동구,25010750,산내동,Sannae-dong
대전광역시,25020,중구,,,Jung-gu
대전광역시,25020,중구,25020510,은행선화동,Eunhaengseonhwa-dong
대전광역시,25020,중구,25020530,목동,Mok-dong
대전광역시,25020,중구,25020540,중촌동,Jungchon-dong
대전광역시,25020,중구,25020550,대흥동,Daeheung-dong
대전광역시,25020,중구,25020560,문창동,Munchang-dong
대전광역시,25020,중구,25020570,석교동,Seokgyo-dong
대전광역시,25020,중구,25020580,대사동,Daesa-dong
대전광역시,25020,중구,25020590,부사동,Busa-dong
대전광역시,25020,중구,25020600,용두동,Yongdu-dong
대전광역시,25020,중구,25020620,오류동,Oryu-dong
대전광역시,25020,중구,25020630,태평1동,Taepyeong 1(il)-dong
대전광역시,25020,중구,25020640,태평2동,Taepyeong 2(i)-dong
대전광역시,25020,중구,25020650,유천1동,Yucheon 1(il)-dong
대전광역시,25020,중구,25020660,유천2동,Yucheon 2(i)-dong
대전광역시,25020,중구,25020670,문화1동,Munhwa 1(il)-dong
대전광역시,25020,중구,25020680,문화2동,Munhwa 2(i)-dong
대전광역시,25020,중구,25020690,산성동,Sanseong-dong
